source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val
1360534554339321344,260.08804574234057,0.12526587481600532,43.94533644336917,0.15287973820807294,5.025091513402887,0.1463610171909341,20.91605899716852,-57.21139004088339,18.416773,3.0954475,,,"NOT_AVAILABLE",,
1360440889693124096,258.5679809348943,0.025318534065517262,43.16109152339088,0.027324280364736348,11.730736462441802,0.028145336016289452,-6.220822398696512,36.55241710583588,11.402232,1.4514265,-67.35628094802253,1.1370997283668385,"NOT_AVAILABLE",4645.717,0.489
1360440893989831168,258.5694981191565,0.2089506471781223,43.16098919837802,0.3233084247756073,11.381100207632434,0.2858127626568799,-3.920466139088042,38.74074968203155,18.414305,1.7931919,,,"NOT_AVAILABLE",,
1360498309115994240,259.2192880354853,0.058728186174532564,43.82021073676086,0.07065093126089117,5.840056767868351,0.06950604767624324,-16.161140298117587,-12.133666229755399,17.079926,2.3260975,,,"NOT_AVAILABLE",,
1360509334296190336,259.86642955618487,0.08679765826786226,43.433031903330196,0.05810998727932665,5.833286297542886,0.07953072692651957,40.21933486334497,-69.17442705107223,16.697495,,,,"NOT_AVAILABLE",,
1360381309905667840,259.1361882952707,0.019882311733472154,43.04140535790677,0.021851393663711655,7.770711122901807,0.022891407276683384,-12.26679457792192,15.016717235581716,10.54609,1.0605917,,,"NOT_AVAILABLE",5279.2,0.6352
1360409386112763648,259.22570585382005,0.06035198515074117,43.20031659357378,0.06473851771155335,5.4438287189216075,0.06753362215384189,18.17725443761223,-22.121499221752963,16.699821,2.925476,,,"NOT_AVAILABLE",4651.6797,1.082
1360428799365121408,259.3928114979676,0.016529411966570602,43.501493323906736,0.019432144941926698,6.6452874367146295,0.019801274356824914,-24.47286695258851,-32.44963536392644,14.424416,1.8418999,,,"NOT_AVAILABLE",3889.75,0.1075
1360529610832980608,260.02059196903843,0.03415280768577329,43.79690485137157,0.03902210409160959,5.233753434195005,0.038103382588209736,5.633657287715203,16.286390209923812,15.851135,2.374237,,,"NOT_AVAILABLE",3691.575,0.2417
1360527446169462144,259.8949291717671,0.08219545258349006,43.677633992954696,0.08049197876279712,6.213052417347832,0.0877541135944538,-13.92470152892279,22.748263374554746,17.270893,3.0947409,,,"NOT_AVAILABLE",,
1360401964409323136,259.01555573238363,0.04609213751634211,43.27106972926021,0.04870523255673712,5.963756222366525,0.05057910462115953,0.7112787051653877,-16.63247036507486,16.503685,2.3526297,,,"NOT_AVAILABLE",3488.0,0.1395
1360509338587547520,259.8666360103117,0.06381323142326578,43.43269635778901,0.06061864600323157,5.910909800234765,0.06741994488527311,40.291572019208914,-69.77517915722115,15.853314,2.3144083,,,"NOT_AVAILABLE",3825.455,
1360386502526223104,258.5283586623199,0.05605039121268669,42.86560056083577,0.06076008675536645,5.064861030478435,0.061881573114021905,0.15172283763191796,48.17204524139704,16.839596,2.4179707,,,"NOT_AVAILABLE",3384.0,0.17
1360414196475355136,259.6013991331717,0.02455218478897961,43.325178227932994,0.02455592813111842,5.084327981185952,0.028104805317819236,-26.23532091734134,-12.006412111723598,8.3429165,1.2478943,-62.88024523493564,0.18182944987950242,"NOT_AVAILABLE",4851.0,
1360518375198500992,260.1645738111357,0.03531870511840881,43.63650036235128,0.035981698252825926,5.44657215237584,0.03772942827867281,-11.480850970804571,2.646854819403425,15.669151,2.2746096,,,"NOT_AVAILABLE",4062.0535,0.22
1360517894162186496,260.04709584242306,0.014270483280230645,43.74631914484702,0.014072598488754034,10.999813675702796,0.015414629810771064,-83.29497961700824,-108.50378266588729,13.53595,2.0122547,,,"NOT_AVAILABLE",4166.0,0.128
1360388559810570112,258.73248325486196,0.1467226655429191,42.95741393164927,0.1702250353996483,5.711635480318302,0.16358054176530168,0.5485777487703452,-37.433052120879765,18.332544,3.0478287,,,"NOT_AVAILABLE",,
1360480132811542656,259.1321718842126,0.05942836497206322,43.63850096253522,0.06750403554144979,5.020691089556612,0.0707425499297721,-8.428106784745454,21.238598706274544,12.682003,1.3936129,,,"NOT_AVAILABLE",4777.0,
1360499541767251584,259.24429379108017,0.08406766090389547,43.88735004974315,0.11655610616316738,8.274028425648039,0.10721873976458056,-177.6012425695285,-35.41795449272419,17.45064,2.8978462,,,"NOT_AVAILABLE",,
1360369150858339456,258.6713725657081,0.045380305212100853,42.67372375572046,0.047516738809379594,5.7194939720113425,0.050105695345518585,-16.422979358913043,-1.6279322353161243,16.212793,2.5026464,,,"NOT_AVAILABLE",3503.29,0.352
1360441649907164544,258.7007882225755,0.02867846509987207,43.19600884805438,0.029208637293354493,8.803048283328629,0.03093042916190615,25.702472666220828,-127.20971304618031,15.275172,2.5086012,,,"NOT_AVAILABLE",3665.0,0.3805
1360501397192232448,259.46379487852255,0.12911407927474308,43.90278570890535,0.17914230472058923,7.456649010056482,0.15470893553891935,-71.51493996677522,10.657875779500811,18.211313,3.2957706,,,"NOT_AVAILABLE",,
1360498240396521600,259.15939085143077,0.20827158508098834,43.885982056703014,0.27937703286527776,6.033574681747096,0.2528119548181837,28.121914196123992,-54.69502400062635,14.573755,2.0267115,,,"NOT_AVAILABLE",3664.25,0.4635
1360500027102918400,259.27646419074233,0.02158581497630429,43.93161039494468,0.023687140778047292,7.326918160710613,0.024617731338776074,-25.761896449003913,77.10993383195574,10.768323,0.9385748,-24.941671698563432,0.2843600174323029,"NOT_AVAILABLE",5574.25,0.192
1360376675642140672,258.73866383481175,0.048442421079691426,42.92707069668336,0.05712777035516223,5.368155475289324,0.05516494719512166,12.198475940053793,15.573763890486424,16.596735,2.5040808,,,"NOT_AVAILABLE",3594.025,0.1892
1361224605260853632,258.94889801149765,0.023944526737419942,43.78046468559838,0.030510029739164616,5.4165076198331885,0.029509924946216137,3.659907995470661,-86.87468426420256,15.37808,1.9903784,,,"NOT_AVAILABLE",3861.2766,0.087
1361248553998674688,259.04317370427566,0.029636170752123086,43.863121176788404,0.038185649651207666,18.540937272290343,0.03409404177284599,-77.52762110968052,31.39409701368457,13.121976,2.4903803,,,"NOT_AVAILABLE",3502.5,
1361236631169270656,258.3950697957401,0.14852028656073735,43.818783725714965,0.19156611606228663,5.810521384240344,0.18215296398596936,-9.386528089343884,0.9966880166283906,14.561305,2.1801348,,,"NOT_AVAILABLE",3620.0,
1361242227510954624,258.92199376364306,0.11081295356683572,43.987939572458366,0.12372086531736282,11.051810906790191,0.12253132720992103,-17.511964032470612,25.753599378875755,17.86361,3.6105556,,,"NOT_AVAILABLE",,
1361254566952766336,259.0785216154512,0.10374343427523576,44.05422519128514,0.13736493285360984,6.0012351271194575,0.1358415432213475,-3.3312223776037286,17.250062482711762,16.054022,,,,"NOT_AVAILABLE",,
1361253153907742848,259.11484603449026,0.10468264043768503,43.978314470919464,0.1397379649221004,8.518340876777117,0.12792040122484336,-62.46618198653336,173.3215029670959,17.659472,3.462595,,,"NOT_AVAILABLE",,
1361236012693978368,258.4269968336285,0.16074222375916566,43.8173692105484,0.1863818274757403,6.206844307909155,0.197650174770966,-21.09409289481101,37.46464205163832,18.75798,3.167673,,,"NOT_AVAILABLE",,
1361232611079876608,258.41866729987515,0.16072809758457543,43.75708139999664,0.18929589112018827,9.049366399369605,0.19057500180612255,-20.903450331240673,-0.30501456554497175,13.33555,2.2802458,,,"NOT_AVAILABLE",3601.3333,2.372
1361266077465128064,258.99874900852245,0.019236678644100315,44.05572841426804,0.022435504973630404,9.800209437329535,0.02258583263529714,-28.092242688210423,-122.23984298675398,14.180406,2.1443205,,,"NOT_AVAILABLE",3608.6667,0.028
