bp_rp,abs_photo_mag,dist
,24.15441036090126,0.0018194804586484064
2.8405204,11.886830311029343,0.0018266487681550246
,23.13569470669502,0.0018270080175478425
,24.040913692146983,0.0018281085052773492
,24.427181496669323,0.0018384036238097725
,22.485408866501846,0.001864639031727702
,23.434118426079923,0.0018733167034553347
2.0360794,24.119516413854996,0.0018774646521858439
,24.14840474768606,0.0018781758685129017
,23.104205287387405,0.0018783907521755779
,23.614816514871624,0.0018907589020473149
,23.317961555290108,0.0018978762361916426
,23.72196557586278,0.001903304401856135
,23.76895165646869,0.0019073239027252433
,22.876688330203656,0.0019113035297189348
1.1254005,24.00685085812298,0.001916401098009964
1.5365906,23.6862708568025,0.0019184495048756556
,24.50950162218905,0.0019346778656476205
,24.046541623642657,0.0019438887734983656
,23.773363231670597,0.0019499890489508985
,23.250304009317354,0.0019505846369390176
,23.22944911963114,0.001955564721189268
,23.553974013617918,0.001961338684019758
,22.84530089243291,0.0019637827778780635
,23.472241903162963,0.001975124592870231
,23.27430432334044,0.00197776736844898
,22.91376137521955,0.0019797580616176453
,23.454175847459172,0.0019802140279531226
,22.960792650150402,0.001985116174583154
,23.56599059631446,0.0019904274433152594
,23.2508854223725,0.0019906562447578823
,23.033364807451274,0.001996863461224601
,23.981306862500908,0.0019970728197178074
1.3762436,23.387230439000007,0.001999138781571415
,24.357062203116328,0.0020044662024949894
,22.939348467965157,0.002009955152250942
,23.239680128320387,0.0020135559123006927
1.149044,23.016911078488043,0.0020155468629312156
,22.71955902045264,0.00201600742166194
0.7049122,24.18119097709259,0.002023664501846177
,23.053668916979596,0.0020297104785231214
2.3024158,24.340876578127816,0.0020346754279969887
,23.75850726696988,0.002037243885124481
1.4006882,22.355580099242268,0.00204941051443403
,23.403746839448438,0.0020574128507899613
,22.99809214093036,0.002062314085039204
,23.259127049150198,0.0020642886781214657
1.6768837,22.35525353565635,0.002069324699948407
,23.952223339369407,0.0020701262381422033
,22.824321277704616,0.0020785997036700445
,23.072837171868063,0.0020825582717813626
1.0158176,22.239892999223038,0.002083778069447656
0.5462265,23.484422942304388,0.0020872528719901684
,22.935455433578408,0.0020910295077832615
,23.624321891594878,0.0020927743242171322
,22.914553872368,0.0020939379766329097
,23.667707686980823,0.002094299406300284
1.9987183,23.78156877057253,0.002101076258239959
,23.44097627533085,0.0021034704388115913
1.3595715,23.814781932142598,0.002108089336894605
,22.374361777190433,0.002112608561917002
1.2545757,23.20800455618518,0.0021210054720012376
,23.750325703224835,0.0021325156464073796
1.5199642,23.899401331994216,0.002132656953940671
,23.995177168896863,0.002140275714866695
,23.889789916595067,0.002154621080578116
,23.334605250789433,0.0021550955149723435
,22.947317998802653,0.0021552186723816746
,23.58608537423642,0.002156761946246695
1.0083961,22.908568904052526,0.002162689699306521
,23.163759776138548,0.002169248591170419
,23.31850017458798,0.002175129865658078
,22.937283435757852,0.002177284825734259
,23.195049484925303,0.0021816770959770513
0.9914932,23.689573541314203,0.002183853140119328
,23.219196006888115,0.0021886891426576294
,23.355512143383518,0.0021911514541054205
,22.931685001935072,0.0021977387427386777
,23.71059847201689,0.002202200634117444
,22.66512190022879,0.002204245833341249
,23.219042517177513,0.0022063321690917767
,23.319286751864585,0.0022133474076876333
,23.418090327801345,0.002229921568875408
,23.264811423747194,0.002237536780230877
,22.840511976111742,0.0022405283310842935
,22.5263677155332,0.0022406229273890265
,23.463316442471253,0.0022435534081050004
,22.993883456890963,0.0022514342604558614
,22.580101228383093,0.002257075567086434
,22.856672986277513,0.002261051571132791
,22.345165016460363,0.0022767827677087483
,22.426280701437914,0.002278345225728025
1.9020786,22.785978267060106,0.0022791496242812004
,22.737078491154413,0.002287855713218541
,22.65087705832779,0.0022905428405664563
,23.17132010316717,0.0022929744624714463
,23.56068985620174,0.002297940715469982
,22.32839599653933,0.0023015037568179845
,22.42113807670234,0.002303672784717514
,22.893704439155712,0.002310242478233066
,23.42903107967666,0.0023130174368599446
,23.119630672641215,0.0023136410844654003
0.9351845,22.91866579013562,0.0023160901464449497
,22.922468443996017,0.0023192054742724464
,22.46759677821684,0.0023236766690171687
,23.80904330806749,0.002323867885076192
0.15708351,23.11225133654163,0.0023280309155265
,22.88121200834147,0.002333269910774382
,22.94451282857869,0.002333421862238659
,23.00593455415639,0.0023417669909702164
,23.568206438077237,0.0023570204526400323
,23.38255569940215,0.002357342316345547
,22.75551674221221,0.0023578848803637517
1.5119305,22.352654322540815,0.0023609830489941547
,22.87017652822723,0.00236909583671978
1.6324177,22.608522062351934,0.002370459858509352
,21.922602649374475,0.0023729999985248836
,23.63088464828068,0.0023749627116001794
,21.899932514734132,0.0023805901900990087
0.63425446,22.892469036296383,0.002381742652350933
,23.637369220162245,0.0023833787154721175
0.94769096,22.922515367543653,0.0023835468209002343
,22.95081238321825,0.0023838403954064133
,22.86389894629533,0.002384564302945001
,23.440664547673382,0.0023912672025005847
,23.31208215024353,0.0023914860919068393
,23.303495160530066,0.0023928751095068654
,23.716055819076423,0.0023941836354074374
,22.92539821728758,0.002394958269514601
,22.383318316548728,0.002394981382438054
,23.008643941913206,0.0023960845461885832
,22.980652167482667,0.0024166966278467354
,22.751263910372685,0.0024203048241350582
,23.206525817432958,0.002421326850704201
,22.90217027769903,0.0024230351924401164
1.4346676,22.831543743161742,0.0024246844394775714
,22.93361868935836,0.0024252112519318105
,22.201770088786546,0.0024344194119515893
,23.172738192351684,0.002438483616309489
,23.515459169460648,0.0024416095629173394
,22.89634593279534,0.0024474642010124427
,23.365432804385797,0.0024485057333121073
,23.314867134192525,0.002450321529054534
,23.177711799639923,0.00245393549424165
,23.033280049827237,0.0024556644182885785
,23.853479868209867,0.0024614520840276063
,22.99709045808119,0.0024834180561212173
1.2234097,22.82888093554823,0.002485637992709469
,22.920201066516192,0.0024865179121864073
1.3679981,22.73634871884445,0.002491768676202705
,22.58628367943052,0.002494486972598785
,22.620720879065846,0.002497644092026173
,22.38413745938931,0.0024981308398577583
,23.02133090803577,0.0025004647090684593
,22.517296148919698,0.00250152438728266
,22.773480627752377,0.002513295339666725
,22.233153553098788,0.0025190482851436646
,22.757903608471622,0.002523237746940209
1.8801498,23.84361679322658,0.0025309103592629435
,22.60814884445776,0.0025451892755861336
,22.61944196767706,0.002549075830450988
,22.50620392965677,0.002549446067395814
,22.850004770157565,0.0025535100134418645
,22.667996307120507,0.0025537586598534823
,22.683079879929238,0.0025575093863336017
,22.779778595855248,0.0025582621043970474
,22.8410014835351,0.0025631194723081206
,22.682104438362977,0.0025636391700446202
,23.260298449443354,0.0025694550300205624
0.35369682,23.52517041360638,0.0025769109824915672
,22.648316208278956,0.002579400051341222
,23.12106778783255,0.00258836499107314
1.5120792,23.803673374472115,0.00258906552091857
,22.958596383613376,0.002592637771575691
,22.789231511374958,0.0025928973271831957
,22.418770056382648,0.0025953274234177363
1.7707024,21.262301940328243,0.002603472495377829
,22.381788568158072,0.002605255885828242
,22.62205840486728,0.002618924367249368
,22.52334210405558,0.0026212989058680093
1.1206665,22.692991709193645,0.002629228458670721
2.653078,23.573558983844443,0.002641281518178701
,23.075535686642567,0.0026437131718600603
1.437252,22.03056996097905,0.002643956986411
2.4107323,23.547783864757864,0.0026482009238628723
-0.26138687,11.354322155683963,0.0026547724846511405
0.27688026,23.845137570311262,0.00265581355761088
,23.555843656105512,0.0026574781139437954
2.3264198,23.48105388919658,0.0026580089201145647
,22.702786634888838,0.0026599782318930563
1.7430038,23.776598296782087,0.0026638067377762423
,22.81095801186311,0.002664559355365826
,22.826960956165276,0.00266581846511574
,22.704658192086526,0.0026740168586932094
,22.367572724585557,0.0026744957342949086
,23.13855990157711,0.002676965106013056
,22.8057601614866,0.002678129069139764
3.9545918,13.659775145896656,0.0026869938088391115
,22.16917038696732,0.0026905864633591783
0.82909584,23.662049902845972,0.002694576777709559
1.4892654,21.8691129374904,0.002695967257731094
,22.35357050930486,0.0026972195554587713
3.7449627,13.327740244152526,0.002703201163283598
,23.568151274472847,0.002703763674116909
1.3783836,23.59750509682694,0.0027127870161159635
,23.562376888357473,0.002719205095943928
1.031807,22.714724301426976,0.0027239481195862167
1.4418106,19.229439487437105,0.002730329546204309
,22.516894863389094,0.00273600388095623
,20.29431922983305,0.0027378880094946468
3.0746307,23.683798957838803,0.0027460320484179713
1.7454262,22.860658070747885,0.002751647880757782
,22.644441328868883,0.0027546340607150603
,22.909963242064997,0.0027565366201200607
2.984127,23.5218133461415,0.0027623375707278735
1.406868,22.007709317688246,0.0027667414305321543
,22.21535922199361,0.0027706730178065114
3.423975,23.62041740277536,0.002774793493019926
,21.90932681815243,0.002780017267299828
,21.866844718701707,0.0027800535414701046
2.389925,23.38972290942496,0.0027835482455849116
,23.02439246666188,0.002784759669749757
,22.37992277138074,0.0027940277599825315
,21.719877913086734,0.002796646612085459
,23.30450899717297,0.0028031760269013766
,22.149284445608185,0.0028156882136591856
,22.949181232318484,0.0028159101023610086
,22.3488571869034,0.0028194089043627416
,22.47096447794463,0.0028200246543048694
1.756115,20.60348331323051,0.00282519635749549
,22.207327087601193,0.002844076707134857
,21.940831846229038,0.002852561178355624
,23.06206941330572,0.0028609461675625386
,22.780193201741913,0.0028651391323803563
,22.323802245692708,0.0028658849144623318
,22.813608957743792,0.0028721048944284288
,23.152316077107823,0.002877152125508028
2.1843967,21.708969626871678,0.0028776253150411494
,22.097458001911694,0.002885705290498394
1.8910656,23.61317184947545,0.002903896743214692
,22.123530594494174,0.0029060989069664713
,23.626138784522727,0.0029074254418725433
,22.062611734801543,0.002910814935042198
0.9561291,21.66544474990201,0.0029141403280256296
1.5908623,22.184634274527472,0.002922140476745692
,22.730654941610002,0.0029256767605532227
1.8660488,22.48016926689518,0.0029311392017514234
1.4481373,22.151945857564744,0.002936681387359488
,22.429346597865628,0.0029380414007595143
,22.83529939484671,0.0029470742599867076
,22.518083175757,0.0029653640708116537
,23.341744498506436,0.0029663155878212996
,23.174364586589117,0.002966483072947481
,21.770468416779224,0.0029677234047571456
2.4959583,22.383475874346345,0.0029677535026587584
,22.724479632322883,0.0029693462048866926
2.8377104,11.75840441295385,0.002975103179898885
,23.25552900830662,0.0029780995554204354
,22.577276442555018,0.0029884808222083803
,22.74994879819791,0.0029903187586820114
,22.126425893575636,0.0029994563732536512
,22.82539034461388,0.003000387397896335
,22.46316476180196,0.0030037350243274225
,22.128424474995565,0.0030054433743425687
1.8675804,21.73961544520484,0.003006227279897159
,22.80296927797012,0.0030070283920501186
,22.03027675138069,0.003009875497786789
,20.8383377897291,0.0030113386383546687
,23.249009689187424,0.003012795495497608
,21.79918641961407,0.003014372973628233
,22.225952133859604,0.0030165445112550963
,23.02314462324697,0.003024468141533913
,23.16556963821902,0.0030295631848782515
1.953186,23.378174431611853,0.003044095040612787
0.9880123,23.213913857414074,0.0030463842937953484
2.1222668,23.0752392114383,0.0030475604269736916
,21.95553465260637,0.0030583530140977154
,22.757615283924505,0.0030664543542316424
1.2842789,23.477577456796578,0.00306693240797367
1.3053856,22.567688473489937,0.003077883385162857
,23.231550054779508,0.003080735121863809
,21.9836820587692,0.0030858163751724334
,23.204118652356726,0.0031038140228584143
,23.096326221618448,0.003105200043370326
0.86203957,23.246879943081453,0.003107015701744063
,22.36914841920753,0.0031199624406577343
,22.85957578635803,0.0031395517723325165
,22.194903539165136,0.0031485538070834297
,22.990943288037666,0.0031490265144883903
3.5311022,12.870535292816333,0.003155013581176845
1.2512817,21.39614558628245,0.003165903508313644
,22.287044825919093,0.003171222736048346
,22.391162158971635,0.003173793485648799
2.1473064,22.84651888465825,0.00318463103320471
,22.21819889510354,0.003194713312719299
1.1195965,5.841438010514381,0.003202878581390321
,22.965018853814406,0.0032029381446744797
,21.895706393211512,0.003204558177548295
,22.481901894950482,0.0032069367939363117
,22.54070793889875,0.003215061605309563
,22.25458465335544,0.0032172990078800402
,23.317592004664128,0.0032249551767428854
,22.576275483174904,0.0032321933284981926
,21.71111641828494,0.0032367177247439698
,22.22622390041633,0.0032474603345173376
1.3033199,21.505739366658794,0.00324908491809255
,22.994846338046717,0.0032570486864369128
,22.289428317909415,0.0032630970598177197
,22.663938925165983,0.0032644203142731133
,21.612083373466128,0.0032646045285201265
,23.113770115950125,0.0032698610796066652
2.0992298,21.69462922033879,0.0032723393562629796
,22.36148598878401,0.0032770911644919186
,21.598407610473643,0.00327874912258186
2.104436,8.937924512493247,0.003287105433020794
,22.060211841366595,0.0032946288221962056
,22.353372952827023,0.003295465689103868
0.16559792,22.625824003643565,0.0033028819021934117
,22.090668200462673,0.0033143722740818656
,22.371585092036586,0.003315550498846565
,22.499347198244074,0.0033161792032337842
1.2482224,21.746295265883226,0.0033190265173298895
,22.013485213929247,0.003322823026399648
,22.933526971260495,0.00332766319134305
,21.920361621046318,0.003341700562335235
,21.351085631761748,0.0033420133848920544
,23.015622091077876,0.003343118814058426
1.9341354,21.352130480518078,0.00336006604896118
,22.48074169544903,0.003368469299619984
3.0425835,11.949380378059356,0.003374874752546273
,22.15743789494821,0.003393901504494018
,22.66224357350588,0.0034001987509386282
,21.660372945010423,0.0034019097625399906
2.0673027,22.782765306861936,0.00340208652477103
,22.82236153977439,0.003411959664109164
,22.01401278042085,0.003415376562520991
,23.073188758742713,0.0034233770255672233
,21.67321011126932,0.0034265719433664893
1.5803661,22.663639200470335,0.0034348767014671143
,23.30091471573842,0.0034366182839373526
,21.71472784783614,0.0034379338667847622
,21.435584021132875,0.003440098991533675
1.9571896,22.113489645911883,0.003447080727921944
,22.610615048523794,0.003448740716024295
,22.918339974846845,0.0034549730229193926
,21.516902583258144,0.0034605578198421837
,21.074043172932367,0.003465807832131422
1.5198116,21.64396151054864,0.0034911081095163536
,21.288564653536085,0.003492090461418775
,21.506061583805767,0.003494548167652443
1.6997027,7.7066113941306185,0.003494723566150677
1.4449625,6.997968399176003,0.003497164845614656
,22.124592695417846,0.0034973196703676343
,22.202576496701376,0.0035008665616254285
,22.235939833429914,0.0035031428427955047
,21.419392353857408,0.0035036045680969644
,22.901454102094092,0.0035044873228380147
2.4550514,10.115643643225312,0.003521760091661821
2.6279678,10.78711562677468,0.0035228330345974898
,21.530648713103698,0.0035259303592029383
1.802515,22.847571651618313,0.0035361937660520464
1.4031391,21.80752432207239,0.0035422599523395404
,21.95130141691418,0.0035437176159920595
0.33413315,22.240610006839674,0.003544953498083132
1.1641941,21.332229954970394,0.003548226833695885
,21.276659185281552,0.0035591521452053737
2.8421316,11.91924792878098,0.0035614238733455072
2.2131462,22.129268072031387,0.003561927427013855
2.173102,9.457333564455567,0.003562646154004257
,22.39041290811342,0.0035640051499670512
,21.628471363537003,0.0035685592086408804
,22.86203149924758,0.003571987566846905
,22.6016651490485,0.003574444937967757
,22.10816456133881,0.003574684930452829
,22.032031941722725,0.0035761748608662994
4.4148273,14.415933401674167,0.0035805062688633285
,21.637343949655666,0.003580751922357947
,22.44043077540443,0.0035869414275393518
,21.151143651807615,0.003595966036040627
1.7352791,22.73250560622781,0.003602522588611108
1.0015442,5.350064232061754,0.003603393038382019
,22.1325657011118,0.0036118196509967613
,21.709619623334696,0.00361388094749467
,21.431281013705373,0.003617595508172079
,23.05271629016146,0.0036247423839289084
,23.009268697750947,0.003628367582895115
,22.262392787070542,0.003632258098669221
,22.416085562258203,0.003633211283372997
,21.138021397252583,0.0036340593241477813
1.2835684,6.468411297274399,0.0036389465505294945
1.7385635,21.960813110402608,0.0036450635083143685
1.6841393,22.560010734652334,0.003658676489880116
,22.413982349786476,0.0036646617739836806
,22.210072548278934,0.0036653650523602015
1.3701496,21.36678828132486,0.003666146908600212
,22.728396707110377,0.0036688369134047958
3.6815252,13.163712173414194,0.0036731668314536332
,22.064197880883995,0.0036746501375933757
,21.92356797145596,0.0036902132690753773
,22.038394141899136,0.003704942205965781
3.2061062,12.581061079354985,0.0037124647749831627
1.3742085,21.180647389950824,0.0037148756673253936
,22.26510672409037,0.003717033101156481
1.5363598,22.48520125509714,0.003746175384988183
2.023756,21.861959185510855,0.00374880324999441
,21.489205856744785,0.0037516891935700687
,22.182186955610234,0.0037698287902092364
1.949789,21.930987584444466,0.003778178556810812
,21.334207564511463,0.00378059397074524
,22.63578305860552,0.0037829045462262367
,21.138517816572534,0.003783792493734242
1.4351845,21.291472303564966,0.0037851946227274178
,22.69249380466969,0.003785471385648586
,21.546610867711905,0.0037868105236127515
,21.878666563356063,0.0037967295479099145
,21.68738958979516,0.0038030685871461327
,21.341074127336114,0.003808296838516029
,21.814507388634446,0.0038103064984612734
4.563222,14.357970820985898,0.0038312015247371207
,21.624457514556187,0.003831254440844004
,22.38574314123372,0.0038504306011344237
,21.019749379726758,0.0038513714010034966
,22.638682411742778,0.0038549922754527203
,21.540617424256475,0.003857482863104354
,21.30391938233098,0.0038594585451804035
,21.8006470183616,0.0038705144942367243
,21.490641121728864,0.00387179086661811
,21.9624112307298,0.003876580842087859
,22.467308788470067,0.0038785844510511817
,22.02996914535532,0.0038791804407571425
,22.71004110381599,0.00387994523630856
,21.692372747822102,0.0038832193567129697
2.2206154,22.998459280126845,0.0038850872821621415
,22.175579024912643,0.003893423617740877
,21.075553208616697,0.003902617908082963
,22.71417690854337,0.003903218724954986
,21.60596833890871,0.0039069350699595705
,22.595339088062424,0.003907294691971268
,22.361883410205277,0.003910082535732093
,21.41262008656715,0.0039182974078871636
2.0336356,10.088080141399056,0.003933502667441961
2.7224216,21.610196067756462,0.0039356691879693
0.6388664,20.513396789890916,0.003943239249625896
,21.10531101973318,0.003955403021903344
,22.64262135752419,0.003958022247040978
1.1717968,20.16301718628212,0.003959015675433613
,22.474648009051624,0.003962176908107
,21.423266155088044,0.003964087637612256
,20.94250554069557,0.003967790722165358
,21.94089158279248,0.003970726947975052
1.8470335,7.980615825090345,0.003970940775535611
,21.312011876079715,0.003972775079181882
1.6491356,22.72151832002312,0.003977798621359745
,21.27963467404238,0.003978959810893488
,22.482167447732415,0.003993828968433975
,21.36832558878199,0.003996611538743738
1.0972595,22.515569879618006,0.0039986818077057985
,22.627434082481848,0.003999967311186439
2.3776417,22.583423649993055,0.00400041404027258
2.9139237,11.90071266185205,0.004000530625747519
5.1423283,16.011834842426527,0.0040013019174958
0.44039726,21.815499672107055,0.004008286875215128
2.6920462,10.62577072358281,0.00400974159746593
,22.088216228459775,0.00403180723339628
,20.672311676406952,0.004043346615889438
,21.940624592346904,0.004044450435816234
5.197215,15.985418712009169,0.004045050785572484
,21.50834207810545,0.0040647167236003865
1.5798588,22.719690336440458,0.004075311639821679
1.7574234,22.4501521967587,0.004080869604100401
2.454836,22.64333835531469,0.00408333940906614
,22.18265757161082,0.004084761436166375
,21.214545873046767,0.004084974371053575
,21.051502541817396,0.004091422478208059
,22.48991330593952,0.004091449421856877
,22.139599884395114,0.004093527603911627
,21.95001433435071,0.004099624658130929
,21.36457471270635,0.0041034649789595135
1.2305403,18.163735728163434,0.004103881192220331
,21.53330506206645,0.004112181251553795
3.1001558,11.508348257142952,0.004115804071410175
,21.876854255269333,0.004133973221427857
0.7919998,21.524757140426342,0.00413950458008465
,22.262421894061845,0.0041402617436805305
,21.21255035661838,0.00414714821569735
2.0387993,21.44558842389809,0.004154253722867689
,21.173886890692856,0.004156059814449183
,22.124790156138825,0.004160749131019002
,21.353883112520965,0.004161455681462377
,22.299197855611204,0.0041716401334827196
2.0820732,22.705714809414744,0.004172878970877005
,22.42910875672727,0.004174166554033004
,22.061362128186506,0.004193622461464775
,21.491297423708577,0.004203292136507227
,22.31436330526008,0.0042073938973643445
1.2912464,21.896944147641236,0.004214269157302109
,21.5329756573389,0.00421784394128007
,22.182169451334367,0.004218742395290698
1.5905552,21.455314233487634,0.004220593632657063
,22.281823493957717,0.004221072310570426
,21.929188632132657,0.004221462471244312
,21.541030490098578,0.004226629587109473
,22.207847754429768,0.004232141496123524
,21.379619103250683,0.004237867676261931
,21.573415103526884,0.004238601360262999
,21.81925653165211,0.004241496231900116
,22.174516947465218,0.00424298384854997
,21.062202921620774,0.0042473387074394384
,20.36329225286438,0.004257167364962185
,22.352064510525842,0.0042588600226138975
1.525734,20.80764526696085,0.004278369946811737
,21.724235290783504,0.004285233188375628
,21.19747128383339,0.004286517085931586
,21.731332197819366,0.00428672465945874
,22.220531014163353,0.0042876733639993555
1.3858032,21.72145771524637,0.004296854285087651
2.7390351,10.623838574943882,0.004306455436198227
,20.26485347046725,0.004312167546179354
0.61039925,14.1371640091343,0.004315227367673869
,21.50916042135187,0.004332904699864375
,21.40362650854575,0.004343334546265028
2.1965103,9.49178472015991,0.004345311024392524
,22.488073844897443,0.00434543055741067
,21.620666687735497,0.004353614637456589
,22.337389030512004,0.00436022410910333
,21.64722589572422,0.00436311374779339
1.9699306,22.715282447369948,0.004379015615927015
,20.194403848906582,0.004380190452880153
,21.282087329512414,0.004390870801759938
,21.170090097047613,0.004391699338578139
1.6950874,22.28848856563866,0.00439521148688568
,21.174197500288905,0.004398801131214364
1.3949814,20.940715946844477,0.004398938593147727
2.4482288,21.369441334941044,0.0044003855595400425
,22.659109164337824,0.004409290718177334
,21.803275358175625,0.004416653162491615
2.2559566,21.511465611627653,0.0044312302973620165
1.1138058,22.349072488660074,0.004436296088436773
,21.42128047240706,0.00443794555620174
2.3090477,22.58428295938345,0.004445693056048651
1.3969002,21.6567332375201,0.004450249294824797
,20.723238066555048,0.004455198102038504
,21.873701637595076,0.004461901746792312
3.173747,12.41884033529318,0.004471574270653505
,21.28940866948205,0.004472723143975671
,22.360269774794613,0.004474834813624434
,21.418772384127067,0.004486416520452317
,21.67975654075798,0.004494111999447779
,22.20510126450301,0.0044960429891186164
,21.936962853237645,0.00450597328149405
,20.662204446202207,0.004506371208940121
,22.140964589516887,0.004509351969406231
,22.160540325984808,0.00451991478017589
,22.702025014353403,0.004532713052245023
1.3771,21.717605968053057,0.004536927684082095
2.292202,21.184209955621252,0.004537486142740369
,22.20135630870296,0.004544815043955525
2.316122,21.38760396894049,0.004547145327070823
2.4657106,10.040782990666393,0.004549564681657652
2.5259433,9.73749204813961,0.004549989502676245
4.6018476,14.552670850554467,0.004563794677518536
1.9002914,22.469960615021904,0.004563852739539797
,22.255315866063697,0.004573627132562708
